tweet_id,timestamp,tweet_text,all_hashtags,user_id,username,user_profile_description,followers_count
1329616071498870789,2020-11-20 02:42:29,@martinamcbride My daughter @Pricee_Meggaann is looking for a partner in her campaign to promote organ donation - would you be willing to help her #BeALifesaver #DonateLife  💚💚💚,"['BeALifesaver', 'DonateLife']",33961517,KDion1,Mommy to 4 WONDERFUL kids and wife to an AMAZING husband! Love my Family! Miss my Mama like CRAZY!!!,56
1329604048211877889,2020-11-20 01:54:42,"Telling your family and friends you need a #kidneytransplant isn’t easy - being direct, honest and hopeful helps. #BPositive #DonateLife","['kidneytransplant', 'BPositive', 'DonateLife']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329602242727567362,2020-11-20 01:47:32,We just want to go on record and share that it’s not an accurate representation of a true organ surgical recovery procedure! #DonateLife #OrganDonors #LivingDonation #BPositive https://t.co/6CNlVyMMAw,"['DonateLife', 'OrganDonors', 'LivingDonation', 'BPositive']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329600247887253508,2020-11-20 01:39:36,“This girl is saving your life. That’s all that matters.” @BPositive #BPositive #LivingDonation #DonateLife,"['BPositive', 'LivingDonation', 'DonateLife']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329599797880295425,2020-11-20 01:37:49,We can confirm this! #BPositive #DonateLife #DonateLifeNewEngland https://t.co/pknmqtFKY4,"['BPositive', 'DonateLife', 'DonateLifeNewEngland']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329588927687254017,2020-11-20 00:54:37,@GovAbbott proclaims November as #EyeDonationMonth and encourages all Texans to learn more about cornea-related blindness and the importance of corneal and ocular tissue transplants. #DonateLife 💙💚 Learn more about cornea and ocular donation: https://t.co/zCq3SIqNwA https://t.co/IkFDCBmmfM,"['EyeDonationMonth', 'DonateLife']",2370997566,donatelifetexas,"Saving lives is fast and easy when you sign up as an organ, eye & tissue donor with Donate Life Texas.",1447
1329578410742464515,2020-11-20 00:12:50,Support our mission to provide hot meals to homeless in Los Angeles County.  https://t.co/mhl0vVh5RL  #COVID19 #homelessnothopeless #homelessness #AmericanCharity #americanflag #feedhomeless #feedingamerica #donatetoday #donatelife #covid19usa #losangelesfood https://t.co/dApFuQE77L,"['COVID19', 'homelessnothopeless', 'homelessness', 'AmericanCharity', 'americanflag', 'feedhomeless', 'feedingamerica', 'donatetoday', 'donatelife', 'covid19usa', 'losangelesfood']",854377268407414784,AmericanNGO,"American Charity (Non-profit Number 84-4671162) is a California based Non-profit, feeding the homeless and poor in Los Angeles county.",818
1329563876921372672,2020-11-19 23:15:05,Look for all the signs that show how important it is for you to register as an organ and tissue donor the next time you're at the RMV! No need for an appointment anytime soon? Register online at https://t.co/SEdmiC65Oz! #OrganDonorsSaveLives #DonateLife #LiveLifeThenGiveLife https://t.co/6sFWZpwV28,"['OrganDonorsSaveLives', 'DonateLife', 'LiveLifeThenGiveLife']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329563875281350657,2020-11-19 23:15:04,Look for all the signs that show how important it is for you to register as an organ and tissue donor the next time you're at the RMV! No need for an appointment anytime soon? Register online at https://t.co/AxegzFyvyg! #OrganDonorsSaveLives #DonateLife #LiveLifeThenGiveLife https://t.co/FIigjuznQD,"['OrganDonorsSaveLives', 'DonateLife', 'LiveLifeThenGiveLife']",3405845091,NEDS_LIFE,We save and enhance lives through organ and tissue donation. Contact your US Reps to #SupportOPOs here: https://t.co/syXEeWssut,441
1329560156083007489,2020-11-19 23:00:17,November is National Eye Donation Month. #donatelife https://t.co/7vCUF8ghlN,['donatelife'],309172003,ThomasHealthWV,Exceptional medicine.Every Day.,467
1329558879680614400,2020-11-19 22:55:13,"Ben Hillenburg was diagnosed with #cardiomyopathy at 4 weeks old. His parents, Stacy and @cobaltjacket, share that he received his new heart at @LurieChildrens 19 days after being listed for transplant. Read Ben's story of hope on @UNOSNews: https://t.co/SYcp4uZoB2 #DonateLife https://t.co/WYiwTcu0eN","['cardiomyopathy', 'DonateLife']",918831145894273024,ACTION4HF,Advanced Cardiac Therapies Improving Outcomes Network: working together to improve ped and ACHD heart failure outcomes. #patients #pedshf #pedsvad,1022
1329539029344395265,2020-11-19 21:36:20,Poor Pediatric Liver Transplant Patients Do Better When Treated at Centers With Below-Average Overall Failure Rates  #TransplantNews! #DonateLife #GiftOfLife #LiverTransplant #PediatricLiverTransplant #PediatricTransplant  https://t.co/1kCMaMdFCa,"['TransplantNews', 'DonateLife', 'GiftOfLife', 'LiverTransplant', 'PediatricLiverTransplant', 'PediatricTransplant']",878354340804796416,transplantnews,"Transplant News brings you the news stories, articles and content that matter to the transplant community.",52
1329536423481864192,2020-11-19 21:25:59,"Halloween was a bit different this year... But our volunteers didn't let that stop them from promoting organ, eye, and tissue donation awareness! Bev and her son, Adam, took Halloween hangers to their gyms in Pendleton and Gladstone, OR, to share them! 🎃👻🧙‍♀️🧟‍♂️ #TBT #donatelife https://t.co/hVnIhMVqlV","['TBT', 'donatelife']",17526317,donatelifenw,"Visit our website to register as an organ, eye and tissue donor in Oregon!  Also, find free educational resources and programs.",2021
1329521148707680257,2020-11-19 20:25:17,"TOSA Talks: Through the Workplace Partnership for Life program, we work with hospitals to increase the percentage of registered organ donors in our community. Watch to learn more about this program and how businesses can get involved.  https://t.co/7yG3vkJSS5  #DonateLife",['DonateLife'],201284068,TxOrganSharing,Saving lives through the power of organ donation.,1795
1329508461369933824,2020-11-19 19:34:52,CANADA: Cystic fibrosis drug Trikafta could change lives – if Health Canada approves it  Click image below and GET THE FULL STORY on #TransplantNews!  Please Share &gt;&gt;&gt;&gt;  .#DonateLife #GiftOfLife #LungTransplant  https://t.co/7IEsJRYzrT,"['TransplantNews', 'DonateLife', 'GiftOfLife', 'LungTransplant']",878354340804796416,transplantnews,"Transplant News brings you the news stories, articles and content that matter to the transplant community.",52
1329501601854332928,2020-11-19 19:07:37,This year made 28 years since my Liver transplant.  Very grateful 💚💚 #donatelife #livertranspant,"['donatelife', 'livertranspant']",1329486025744408578,Giftoflife15,"•Hi, I'm Chris.  •I'm 32. •I had a Liver Transplant when I was 4 yrs old. 🙏🏼 •Looking to connect with fellow recipients  and donors 💚",17
1329492745304596488,2020-11-19 18:32:25,The #HOPEAct has done just that ... brought #Hope to patients who are HIV+ and in need of a life-saving transplant. #DonateLife https://t.co/VPzk2icmCL,"['HOPEAct', 'Hope', 'DonateLife']",2176407535,DonateLifeWV,Increasing donation awareness and designation across the Mountain State; ending waiting time for recipients in need of the life saving gift of transplantation.,758
1329487749825638406,2020-11-19 18:12:34,I’d do it again if I could❤️ donating doesn’t just change the recipient’s life...it changes yours too! Be an organ donor and #DonateLife https://t.co/nWuUdQ7Hjd,['DonateLife'],2733383205,oliviaisufi,I'm a banana,270
1329483413733191684,2020-11-19 17:55:21,Give the gift of life ❤️ #125Lives #DonateLife https://t.co/xp7b2Z9MYO,"['125Lives', 'DonateLife']",232272513,125Lives,"We each carry within us enough gifts to give life & hope to as many as 125 other people. Through tissue donation, one life given makes renewed life possible.",1189
1329461729059885057,2020-11-19 16:29:11,A great deal of lives have been saved thanks to the #HOPEAct ❤️   And for that we are thankful. #DonateLife https://t.co/NK77hyMFxk,"['HOPEAct', 'DonateLife']",34017675,LifelineofOhio,"Lifeline of Ohio’s mission is to empower our community to save and heal lives through organ, eye and tissue donation.",3667
1329457113668739078,2020-11-19 16:10:50,Join us TONIGHT at 7pm for a rare conversation with someone who has received 2 small bowel transplants!   We'll be livestreaming on https://t.co/T0x1c2UOwy and https://t.co/b2hxtkbdWR  #DonateLife #TransplantTwitter #LetsTalk https://t.co/dUDfYi0O3s,"['DonateLife', 'TransplantTwitter', 'LetsTalk']",36354279,GiftofLifeMich,Core Purpose: We honor life through donation. We've been saving and healing lives through organ and tissue donation in Michigan since 1971. #DonateLife,4031
1329454541029388288,2020-11-19 16:00:37,We will be LIVE in one hour on our Facebook page...join us for another exciting episode of Hope Connects! Our special guest will be Senior Pastor Williams from Mt. Vernon Missionary Baptist Church! You won't want to miss his powerful story! #DonateLife #TransplantTwitter,"['DonateLife', 'TransplantTwitter']",1234180708958167040,SharingHopeSC,Advocate for OPOs and #TakeAction at our link in bio to make your voice heard! The safety of the organ donation system needs you!,352
1329449720591372289,2020-11-19 15:41:28,https://t.co/d0eZpJGsHw | This week marks the 5-year anniversary of the HIV Organ Policy Equity (HOPE) Act implementation – allowing for organs from HIV-positive donors to be transplanted to HIV-positive recipients. #HOPEAct #DonateLife #PublicHealth #Innovation #OPOs #Transplant https://t.co/pzV02kYEWB,"['HOPEAct', 'DonateLife', 'PublicHealth', 'Innovation', 'OPOs', 'Transplant']",67629654,DLNewEngland,New England Donor Services’ public education and awareness efforts for organ and tissue donation. #DonateLife Contact your US Reps here https://t.co/PfLSJnthb4,2832
1329440023779880964,2020-11-19 15:02:56,This week marks the 5yr anniversary of the HIV Organ Policy Equity #HOPEAct which allows organs from HIV+ donors to be txp'd to HIV+ recipients. We celebrate the lives that have been saved &amp; honor the legacies that have been created by the #giftoflife. #organdonation #donatelife https://t.co/y6Eo1alV17,"['HOPEAct', 'giftoflife', 'organdonation', 'donatelife']",3352305743,AOPOHQ,"Saving and improving lives through organ, eye, and tissue donation",1055
1329424493987700737,2020-11-19 14:01:13,Pls register with @DKMS_uk https://t.co/gqLi84RFIa &amp; save a life. Stem cell collection painless &amp; undersubscribed #DonateLife #DonateBlood,"['DonateLife', 'DonateBlood']",580789165,helpourhenry,"Henry Alderson has Diamond Blackfan Anaemia & needs bone marrow transplant, please help us give him his transplant by registering @dkms_uk | https://t.co/2rNE88SG0A",1007
1329419763660034053,2020-11-19 13:42:25,GFWC Pea Ridge Women’s Club and Baby Yoda think that the force is strong with organ donors and we agree that this is the way! Check out this display at the Paramount Festival of Trees in WV! #Mandolarian #DonateLife https://t.co/yUB2eYCQjv,"['Mandolarian', 'DonateLife']",419516844,DonateLife_KY,#Kentucky Organ Donor Affiliates (KODA) is dedicated to saving lives through #organdonation and tissue donation and transplantation.,1556
1329394341018804225,2020-11-19 12:01:24,"Join us today, Nov. 19 @ 7:00 pm EST, for Transplant Unwrapped's first virtual patient and caregiver support group. You still have time to register: https://t.co/PWpfh1TPUR #sbs #cipo #transplant #intestinaltx #MVTx #organdonor #donatelife https://t.co/juNpE8rgQ2","['sbs', 'cipo', 'transplant', 'intestinaltx', 'MVTx', 'organdonor', 'donatelife']",1258065197324959744,TxUnwrapped,Nonprofit for Intestinal and Multivisceral Transplant Education.,16
